cal_date,is_open,pretrade_date
20170422,0,20170421
20170423,0,20170421
20170424,1,20170421
20170425,1,20170424
20170426,1,20170425
20170427,1,20170426
20170428,1,20170427
20170429,0,20170428
20170430,0,20170428
20170501,0,20170428
20170502,1,20170428
20170503,1,20170502
20170504,1,20170503
20170505,1,20170504
20170506,0,20170505
20170507,0,20170505
20170508,1,20170505
20170509,1,20170508
20170510,1,20170509
20170511,1,20170510
20170512,1,20170511
20170513,0,20170512
20170514,0,20170512
20170515,1,20170512
20170516,1,20170515
20170517,1,20170516
20170518,1,20170517
20170519,1,20170518
20170520,0,20170519
20170521,0,20170519
20170522,1,20170519
20170523,1,20170522
20170524,1,20170523
20170525,1,20170524
20170526,1,20170525
20170527,0,20170526
20170528,0,20170526
20170529,0,20170526
20170530,0,20170526
20170531,1,20170526
20170601,1,20170531
20170602,1,20170601
20170603,0,20170602
20170604,0,20170602
20170605,1,20170602
20170606,1,20170605
20170607,1,20170606
20170608,1,20170607
20170609,1,20170608
20170610,0,20170609
20170611,0,20170609
20170612,1,20170609
20170613,1,20170612
20170614,1,20170613
20170615,1,20170614
20170616,1,20170615
20170617,0,20170616
20170618,0,20170616
20170619,1,20170616
20170620,1,20170619
20170621,1,20170620
20170622,1,20170621
20170623,1,20170622
20170624,0,20170623
20170625,0,20170623
20170626,1,20170623
20170627,1,20170626
20170628,1,20170627
20170629,1,20170628
20170630,1,20170629
20170701,0,20170630
20170702,0,20170630
20170703,1,20170630
20170704,1,20170703
20170705,1,20170704
20170706,1,20170705
20170707,1,20170706
20170708,0,20170707
20170709,0,20170707
20170710,1,20170707
20170711,1,20170710
20170712,1,20170711
20170713,1,20170712
20170714,1,20170713
20170715,0,20170714
20170716,0,20170714
20170717,1,20170714
20170718,1,20170717
20170719,1,20170718
20170720,1,20170719
20170721,1,20170720
20170722,0,20170721
20170723,0,20170721
20170724,1,20170721
20170725,1,20170724
20170726,1,20170725
20170727,1,20170726
20170728,1,20170727
20170729,0,20170728
20170730,0,20170728
20170731,1,20170728
20170801,1,20170731
20170802,1,20170801
20170803,1,20170802
20170804,1,20170803
20170805,0,20170804
20170806,0,20170804
20170807,1,20170804
20170808,1,20170807
20170809,1,20170808
20170810,1,20170809
20170811,1,20170810
20170812,0,20170811
20170813,0,20170811
20170814,1,20170811
20170815,1,20170814
20170816,1,20170815
20170817,1,20170816
20170818,1,20170817
20170819,0,20170818
20170820,0,20170818
20170821,1,20170818
20170822,1,20170821
20170823,1,20170822
20170824,1,20170823
20170825,1,20170824
20170826,0,20170825
20170827,0,20170825
20170828,1,20170825
20170829,1,20170828
20170830,1,20170829
20170831,1,20170830
20170901,1,20170831
20170902,0,20170901
20170903,0,20170901
20170904,1,20170901
20170905,1,20170904
20170906,1,20170905
20170907,1,20170906
20170908,1,20170907
20170909,0,20170908
20170910,0,20170908
20170911,1,20170908
20170912,1,20170911
20170913,1,20170912
20170914,1,20170913
20170915,1,20170914
20170916,0,20170915
20170917,0,20170915
20170918,1,20170915
20170919,1,20170918
20170920,1,20170919
20170921,1,20170920
20170922,1,20170921
20170923,0,20170922
20170924,0,20170922
20170925,1,20170922
20170926,1,20170925
20170927,1,20170926
20170928,1,20170927
20170929,1,20170928
20170930,0,20170929
20171001,0,20170929
20171002,0,20170929
20171003,0,20170929
20171004,0,20170929
20171005,0,20170929
20171006,0,20170929
20171007,0,20170929
20171008,0,20170929
20171009,1,20170929
20171010,1,20171009
20171011,1,20171010
20171012,1,20171011
20171013,1,20171012
20171014,0,20171013
20171015,0,20171013
20171016,1,20171013
20171017,1,20171016
20171018,1,20171017
20171019,1,20171018
20171020,1,20171019
20171021,0,20171020
20171022,0,20171020
20171023,1,20171020
20171024,1,20171023
20171025,1,20171024
20171026,1,20171025
20171027,1,20171026
20171028,0,20171027
20171029,0,20171027
20171030,1,20171027
20171031,1,20171030
20171101,1,20171031
20171102,1,20171101
20171103,1,20171102
20171104,0,20171103
20171105,0,20171103
20171106,1,20171103
20171107,1,20171106
20171108,1,20171107
20171109,1,20171108
20171110,1,20171109
20171111,0,20171110
20171112,0,20171110
20171113,1,20171110
20171114,1,20171113
20171115,1,20171114
20171116,1,20171115
20171117,1,20171116
20171118,0,20171117
20171119,0,20171117
20171120,1,20171117
20171121,1,20171120
20171122,1,20171121
20171123,1,20171122
20171124,1,20171123
20171125,0,20171124
20171126,0,20171124
20171127,1,20171124
20171128,1,20171127
20171129,1,20171128
20171130,1,20171129
20171201,1,20171130
20171202,0,20171201
20171203,0,20171201
20171204,1,20171201
20171205,1,20171204
20171206,1,20171205
20171207,1,20171206
20171208,1,20171207
20171209,0,20171208
20171210,0,20171208
20171211,1,20171208
20171212,1,20171211
20171213,1,20171212
20171214,1,20171213
20171215,1,20171214
20171216,0,20171215
20171217,0,20171215
20171218,1,20171215
20171219,1,20171218
20171220,1,20171219
20171221,1,20171220
20171222,1,20171221
20171223,0,20171222
20171224,0,20171222
20171225,1,20171222
20171226,1,20171225
20171227,1,20171226
20171228,1,20171227
20171229,1,20171228
20171230,0,20171229
20171231,0,20171229
20180101,0,20171229
20180102,1,20171229
20180103,1,20180102
20180104,1,20180103
20180105,1,20180104
20180106,0,20180105
20180107,0,20180105
20180108,1,20180105
20180109,1,20180108
20180110,1,20180109
20180111,1,20180110
20180112,1,20180111
20180113,0,20180112
20180114,0,20180112
20180115,1,20180112
20180116,1,20180115
20180117,1,20180116
20180118,1,20180117
20180119,1,20180118
20180120,0,20180119
20180121,0,20180119
20180122,1,20180119
20180123,1,20180122
20180124,1,20180123
20180125,1,20180124
20180126,1,20180125
20180127,0,20180126
20180128,0,20180126
20180129,1,20180126
20180130,1,20180129
20180131,1,20180130
20180201,1,20180131
20180202,1,20180201
20180203,0,20180202
20180204,0,20180202
20180205,1,20180202
20180206,1,20180205
20180207,1,20180206
20180208,1,20180207
20180209,1,20180208
20180210,0,20180209
20180211,0,20180209
20180212,1,20180209
20180213,1,20180212
20180214,1,20180213
20180215,0,20180214
20180216,0,20180214
20180217,0,20180214
20180218,0,20180214
20180219,0,20180214
20180220,0,20180214
20180221,0,20180214
20180222,1,20180214
20180223,1,20180222
20180224,0,20180223
20180225,0,20180223
20180226,1,20180223
20180227,1,20180226
20180228,1,20180227
20180301,1,20180228
20180302,1,20180301
20180303,0,20180302
20180304,0,20180302
20180305,1,20180302
20180306,1,20180305
20180307,1,20180306
20180308,1,20180307
20180309,1,20180308
20180310,0,20180309
20180311,0,20180309
20180312,1,20180309
20180313,1,20180312
20180314,1,20180313
20180315,1,20180314
20180316,1,20180315
20180317,0,20180316
20180318,0,20180316
20180319,1,20180316
20180320,1,20180319
20180321,1,20180320
20180322,1,20180321
20180323,1,20180322
20180324,0,20180323
20180325,0,20180323
20180326,1,20180323
20180327,1,20180326
20180328,1,20180327
20180329,1,20180328
20180330,1,20180329
20180331,0,20180330
20180401,0,20180330
20180402,1,20180330
20180403,1,20180402
20180404,1,20180403
20180405,0,20180404
20180406,0,20180404
20180407,0,20180404
20180408,0,20180404
20180409,1,20180404
20180410,1,20180409
20180411,1,20180410
20180412,1,20180411
20180413,1,20180412
20180414,0,20180413
20180415,0,20180413
20180416,1,20180413
20180417,1,20180416
20180418,1,20180417
20180419,1,20180418
20180420,1,20180419
20180421,0,20180420
20180422,0,20180420
20180423,1,20180420
20180424,1,20180423
20180425,1,20180424
20180426,1,20180425
20180427,1,20180426
20180428,0,20180427
20180429,0,20180427
20180430,0,20180427
20180501,0,20180427
20180502,1,20180427
20180503,1,20180502
20180504,1,20180503
20180505,0,20180504
20180506,0,20180504
20180507,1,20180504
20180508,1,20180507
20180509,1,20180508
20180510,1,20180509
20180511,1,20180510
20180512,0,20180511
20180513,0,20180511
20180514,1,20180511
20180515,1,20180514
20180516,1,20180515
20180517,1,20180516
20180518,1,20180517
20180519,0,20180518
20180520,0,20180518
20180521,1,20180518
20180522,1,20180521
20180523,1,20180522
20180524,1,20180523
20180525,1,20180524
20180526,0,20180525
20180527,0,20180525
20180528,1,20180525
20180529,1,20180528
20180530,1,20180529
20180531,1,20180530
20180601,1,20180531
20180602,0,20180601
20180603,0,20180601
20180604,1,20180601
20180605,1,20180604
20180606,1,20180605
20180607,1,20180606
20180608,1,20180607
20180609,0,20180608
20180610,0,20180608
20180611,1,20180608
20180612,1,20180611
20180613,1,20180612
20180614,1,20180613
20180615,1,20180614
20180616,0,20180615
20180617,0,20180615
20180618,0,20180615
20180619,1,20180615
20180620,1,20180619
20180621,1,20180620
20180622,1,20180621
20180623,0,20180622
20180624,0,20180622
20180625,1,20180622
20180626,1,20180625
20180627,1,20180626
20180628,1,20180627
20180629,1,20180628
20180630,0,20180629
20180701,0,20180629
20180702,1,20180629
20180703,1,20180702
20180704,1,20180703
